date,sol_close,btc_close,eth_close,sol_return_1d,sol_return_3d,sol_return_7d,sol_volatility_7d,sol_price_relative_to_btc,sol_price_relative_to_eth,target_next_day
2023-09-29,20.3,26911.72,1667.94,1.7034068136272618,6.7297581493165115,4.4238683127572065,1.973609888248406,0.0007543181929657413,0.012170701583989831,1.0
2023-09-30,21.4,26967.92,1671.16,5.418719211822642,11.86617877679037,9.912686183872621,2.647202795545579,0.0007935354302445276,0.01280547643552981,1.0
2023-10-01,23.84,27983.75,1733.81,11.401869158878508,19.438877755511008,23.076923076923062,4.442324115675317,0.000851922991021575,0.013750064886002503,0.0
2023-10-02,23.37,27530.79,1663.63,-1.971476510067105,15.1231527093596,20.463917525773212,4.739330491806778,0.0008488677586077261,0.014047594717575423,0.0
2023-10-03,23.55,27429.98,1656.69,0.7702182284980763,10.046728971962636,23.817034700315464,4.382680546253134,0.0008585496598976741,0.014215091537946145,0.0
2023-10-04,23.14,27799.39,1647.84,-1.7409766454352438,-2.936241610738255,20.961840041819137,4.688867354363697,0.00083239236544399,0.01404262549762113,0.0
2023-10-05,22.69,27415.91,1611.48,-1.944684528954188,-2.9097133076593895,13.677354709418843,4.949618960566426,0.000827621625545167,0.014080224390001738,1.0
2023-10-06,23.42,27946.6,1645.83,3.217276333186425,-0.5520169851380041,15.369458128078817,4.97017334189588,0.000838026808270058,0.014229902237776686,0.0
2023-10-07,23.29,27968.84,1634.51,-0.5550811272416856,0.6482281763180664,8.831775700934585,4.829129127327289,0.0008327124042327103,0.01424891863616619,0.0
2023-10-08,23.25,27935.09,1633.55,-0.17174753112924046,2.4680475980608074,-2.474832214765099,1.8779773273212461,0.0008322865614537128,0.014232805852284902,-1.0
2023-10-09,22.12,27583.68,1579.81,-4.860215053763439,-5.550811272416745,-5.348737697903294,2.507512404920057,0.0008019234561885869,0.014001683746779677,0.0
2023-10-10,22.11,27391.02,1567.71,-0.04520795660036825,-5.066552168312577,-6.114649681528672,2.44295542707804,0.000807198855683359,0.014103373710699044,0.0
2023-10-11,22.01,26873.32,1566.25,-0.45228403437357345,-5.333333333333323,-4.883318928262748,2.41491004022542,0.000819027942956062,0.014052673583399842,-1.0
2023-10-12,21.3,26756.8,1539.61,-3.2258064516129115,-3.7070524412296524,-6.126046716615252,2.569661639312126,0.0007960593195000898,0.01383467241704068,1.0
2023-10-13,21.83,26862.38,1552.09,2.4882629107981113,-1.2663952962460479,-6.789069171648176,2.384481288120117,0.00081266068010355,0.01406490602993383,0.0
2023-10-14,22.01,26861.71,1555.26,0.8245533669262617,0.0,-5.4959209961356725,2.480037035526287,0.0008193819380821252,0.014151974589457713,0.0
2023-10-15,21.92,27159.65,1558.07,-0.4089050431621999,2.9107981220657386,-5.720430107526875,2.471989661037454,0.0008070796199509199,0.014068687542921694,1.0
2023-10-16,23.98,28519.47,1600.53,9.397810218978098,9.848831882730202,8.408679927667272,3.988672494997109,0.0008408290897411487,0.014982537034607286,0.0
2023-10-17,23.96,28415.75,1565.44,-0.08340283569641116,8.859609268514301,8.367254635911369,3.990726089098484,0.000843194355243131,0.015305600981193785,-1.0
2023-10-18,23.43,28328.34,1563.75,-2.212020033388984,6.888686131386845,6.451612903225801,4.165239670712567,0.0008270869383804345,0.014983213429256594,1.0
2023-10-19,24.94,28719.81,1567.46,6.444728979940262,4.003336113427869,17.08920187793428,4.145872875461322,0.0008683901460350887,0.015911091830094547,1.0
2023-10-20,27.03,29682.95,1604.67,8.38011226944666,12.813021702838068,23.820430600091626,4.734832837225161,0.0009106237756018186,0.01684458486791677,1.0
2023-10-21,29.39,29918.41,1629.3,8.731039585645583,25.437473324797267,33.530213539300306,5.010990992441827,0.000982338299394921,0.01803842140796661,0.0
2023-10-22,29.04,29993.9,1663.43,-1.1908812521265744,16.439454691259,32.48175182481749,5.141047077195211,0.0009681968666962282,0.017457903248107823,1.0
2023-10-23,31.85,33086.23,1765.38,9.676308539944923,17.832038475767664,32.81901584653879,5.188745388206035,0.0009626361178048994,0.01804144150267931,-1.0
2023-10-24,30.15,33901.53,1784.44,-5.337519623233922,2.5859135760462726,25.834724540901497,6.201219907534195,0.0008893403926017498,0.016896057026293963,1.0
2023-10-25,32.46,34502.82,1787.4,7.661691542288573,11.776859504132231,38.5403329065301,5.795390793896721,0.0009407926656429822,0.01816045652903659,0.0
2023-10-26,32.78,34156.65,1804.04,0.9858287122612497,2.9199372056514905,31.43544506816358,5.920288839698825,0.0009596959889216302,0.01817032881754285,-1.0
2023-10-27,31.74,33909.8,1780.05,-3.1726662599145916,5.273631840796011,17.425083240843485,6.143918946995954,0.0009360125981279747,0.017830959804499873,0.0
2023-10-28,31.65,34089.57,1776.62,-0.2835538752362976,-2.495378927911285,7.689690370874436,5.529062966777814,0.0009284364689845017,0.017814726840855107,1.0
2023-10-29,32.82,34538.48,1795.55,3.696682464454981,0.12202562538132788,13.016528925619841,5.486538309148416,0.000950244480938362,0.018278521901367268,1.0
2023-10-30,34.96,34502.36,1810.09,6.520414381474704,10.144927536231885,9.764521193092612,4.830476711799064,0.0010132640202003573,0.019313956764580767,1.0
2023-10-31,38.52,34667.78,1816.46,10.183066361556081,21.706161137440773,27.761194029850756,4.763319345472874,0.001111118162166715,0.021206082159805337,1.0
2023-11-01,41.46,35437.25,1847.09,7.632398753894076,26.325411334552108,27.726432532347502,4.759224768227586,0.0011699553436003076,0.022446117947690695,-1.0
2023-11-02,40.21,34938.24,1800.62,-3.014954172696571,15.017162471395885,22.666259914582064,5.337796528078945,0.0011508879668809878,0.02233119703213338,0.0
2023-11-03,39.52,34732.32,1832.8,-1.7159910470032291,2.5960539979231534,24.51165721487085,5.075339379962953,0.0011378450964404337,0.02156263640331733,1.0
2023-11-04,42.35,35082.2,1857.7,7.160931174089069,2.146647370959953,33.807266982622444,4.981238735968375,0.0012071648870367311,0.022797007051730635,-1.0
2023-11-05,41.24,35049.36,1894.16,-2.6210153482880694,2.5615518527729364,25.655088360755652,5.647498209261075,0.0011766263349744475,0.021772183976010474,1.0
2023-11-06,42.13,35037.37,1899.84,2.1580989330746814,6.604251012145745,20.50915331807781,5.490628668184123,0.001202430433562793,0.022175551625400036,1.0
2023-11-07,43.09,35443.56,1888.12,2.278661286494188,1.7473435655253944,11.863966770508828,4.437167279048151,0.0012157356653789858,0.02282164269220177,0.0
2023-11-08,43.19,35655.28,1889.32,0.23207240659084416,4.728419010669249,4.172696575012047,3.5875336865217937,0.0012113212965933796,0.022860076641331273,1.0
2023-11-09,45.44,36693.13,2120.56,5.209539245195649,7.856634227391401,13.00671474757522,3.5375689425076295,0.0012383789554066388,0.021428301957973364,1.0
2023-11-10,56.64,37313.97,2078.29,24.647887323943674,31.445811093061018,43.31983805668016,8.98782632787001,0.001517930147877591,0.027253174484792787,0.0
2023-11-11,56.1,37138.05,2052.71,-0.9533898305084776,29.891178513544816,32.467532467532465,9.268946889043919,0.0015105801193115954,0.027329725095118163,0.0
2023-11-12,56.15,37054.52,2045.19,0.08912655971478056,23.569542253521124,36.15421920465567,8.97777236951638,0.0015153347014075476,0.027454661914051992,-1.0
2023-11-13,51.91,36502.36,2055.27,-7.551202137132684,-8.350988700564976,23.2138618561595,10.131466635716066,0.0014220998313533698,0.0252570221917315,1.0
2023-11-14,56.84,35537.64,1979.05,9.497206703910631,1.3190730837789655,31.90995590624275,10.360496995962016,0.0015994309132514146,0.028720850913316998,1.0
2023-11-15,65.53,37880.58,2060.41,15.288529204785362,16.705253784505803,51.72493632785369,10.887650095554529,0.0017299101544907707,0.03180434961973588,-1.0
2023-11-16,57.87,36154.77,1960.88,-11.689302609491836,11.481410132922365,27.354753521126753,12.930252949253687,0.0016006186735526185,0.029512259801721674,0.0
2023-11-17,58.42,36596.68,1961.28,0.9504060825989313,2.7797325826882435,3.1426553672316393,9.263605652342376,0.0015963196661555091,0.029786669929841737,0.0
2023-11-18,58.51,36585.7,1963.29,0.1540568298527889,-10.712650694338476,4.29590017825312,9.238001877992339,0.0015992587267702955,0.029802016003748807,1.0
2023-11-19,61.39,37386.55,2013.2,4.922235515296536,6.082598928633143,9.332146037399824,9.341859031475922,0.0016420343679745789,0.03049374130737135,-1.0
2023-11-20,56.53,37476.96,2022.24,-7.916598794591955,-3.235193426908589,8.90001926411097,9.402684799294619,0.001508393423586118,0.02795414985362766,-1.0
2023-11-21,52.0,35813.81,1937.07,-8.013444188926233,-11.12630319603486,-8.515130190007048,9.280308345548637,0.0014519538691918008,0.02684466746168182,1.0
2023-11-22,57.59,37432.34,2064.43,10.750000000000014,-6.189933213878474,-12.116587822371427,8.035865577737402,0.001538509214224919,0.027896320049602075,0.0
2023-11-23,56.6,37289.62,2062.21,-1.7190484459107536,0.12382805589952195,-2.1945740452738782,6.713818278723495,0.0015178486667335306,0.027446283356205237,0.0
2023-11-24,56.87,37720.28,2081.15,0.4770318021201314,9.36538461538461,-2.653200958575841,6.703561491669067,0.0015076770373920873,0.027326237897316384,1.0
2023-11-25,58.85,37796.79,2084.41,3.481624758220514,2.18787984025004,0.5810972483336174,6.8486257540103495,0.0015570105292010247,0.028233408974242116,-1.0
2023-11-26,57.64,37479.12,2063.29,-2.0560747663551426,1.8374558303887012,-6.108486724222184,6.562719475293295,0.0015379229821831462,0.02793596634501209,-1.0
2023-11-27,55.06,37254.17,2027.42,-4.476058292852181,-3.182697379989441,-2.600389173889972,6.041507318297779,0.0014779553537228184,0.027157668366692644,1.0
2023-11-28,58.19,37831.09,2049.34,5.684707591718108,-1.121495327102806,11.903846153846143,5.265984232585859,0.0015381528790209323,0.0283945074999756,0.0
2023-11-29,59.25,37858.49,2029.93,1.8216188348513462,2.793199167244964,2.8824448689008353,3.505368070861676,0.0015650386478700024,0.029188198607833768,0.0
2023-11-30,59.24,37712.75,2052.56,-0.016877637130796597,7.591718125681068,4.664310954063611,3.386096434168488,0.0015708215391346428,0.028861519273492616,0.0
2023-12-01,59.8,38688.75,2087.14,0.9453072248480687,2.7667984189723382,5.152101283629329,3.3855302938698055,0.0015456689606151658,0.028651647709305558,1.0
2023-12-02,63.83,39476.33,2165.7,6.739130434782603,7.729957805907173,8.462192013593883,3.9903623292238377,0.0016169182900234139,0.02947314955903403,0.0
2023-12-03,63.04,39978.39,2193.69,-1.237662541124862,6.414584740040508,9.368494101318525,3.888571067606697,0.001576851894235861,0.02873696830454622,-1.0
2023-12-04,61.53,41980.1,2243.22,-2.3953045685279117,2.8929765886287706,11.750817290228843,3.4201781665504267,0.0014656944599941402,0.02742932035199401,0.0
2023-12-05,60.99,44080.65,2293.84,-0.8776206728425162,-4.449318502271648,4.811823337343202,3.0035164257224474,0.0013836002872008467,0.026588602518048336,0.0
2023-12-06,61.9,43746.45,2231.66,1.492047876701097,-1.808375634517767,4.4725738396624415,2.9857400034953185,0.0014149719577245697,0.02773720011112804,1.0
2023-12-07,67.84,43292.66,2357.58,9.596122778675298,10.255160084511616,14.517218095881157,4.4647300151750535,0.0015670092805570273,0.02877526955607021,1.0
2023-12-08,75.0,44166.6,2358.73,10.55424528301887,22.970978848991642,25.4180602006689,5.4429775036020365,0.0016981157707407861,0.0317967719917074,-1.0
2023-12-09,72.26,43725.98,2341.18,-3.6533333333333307,16.73667205169629,13.206955976813429,5.789896314036438,0.0016525644479551973,0.030864777590787557,1.0
2023-12-10,74.71,43779.7,2352.46,3.3905341821200974,10.126768867924518,18.512055837563434,5.630543215809292,0.0017064986740429925,0.03175824456101273,-1.0
2023-12-11,70.37,41243.83,2224.58,-5.809128630705384,-6.17333333333333,14.36697545912564,6.247967429801353,0.0017061945992891544,0.03163293745336199,-1.0
2023-12-12,68.54,41450.22,2202.04,-2.600540002842122,-5.148076390810963,12.37907853746516,6.416435380691181,0.0016535497278422167,0.03112568345715791,1.0
2023-12-13,70.77,42890.74,2260.65,3.253574555004368,-5.273725070271718,14.329563812600977,6.434444131441145,0.0016500065049005915,0.03130515559684161,1.0
2023-12-14,75.62,43023.97,2316.58,6.853186378408949,7.460565581924117,11.468160377358494,5.968852543591282,0.001757624877481088,0.03264294779373041,-1.0
2023-12-15,72.37,41929.76,2219.34,-4.297804813541395,5.587977823168955,-3.506666666666658,4.833959760507499,0.0017259817370764822,0.03260879360530608,0.0
2023-12-16,73.47,42240.12,2226.93,1.5199668370871722,3.8151759220008463,1.6745087185164653,4.647143956199925,0.0017393416495975862,0.03299160727997737,-1.0
2023-12-17,71.0,41364.66,2196.48,-3.36191642847421,-6.109494842634233,-4.965868023022346,4.606607491701141,0.0017164410392832914,0.032324446386946384,1.0
2023-12-18,74.35,42623.54,2217.27,4.718309859154912,2.7359403067569232,5.655819241153881,4.346873585716159,0.0017443412724517952,0.03353222656690434,0.0
2023-12-19,72.99,42270.53,2177.87,-1.8291862811028903,-0.6533278889342631,6.492559089582706,4.253017979919133,0.0017267349143717857,0.03351439709440876,1.0
2023-12-20,82.19,43652.25,2201.91,12.604466365255519,15.760563380281688,16.13678112194432,6.137413633913452,0.0018828353635837786,0.037326684560222714,1.0
2023-12-21,93.85,43869.15,2239.54,14.186640710548716,26.22730329522529,24.107379000264473,7.512886313580842,0.002139316581242171,0.04190592711003152,1.0
2023-12-22,98.0,43997.9,2326.52,4.421949920085244,34.264967803808744,35.415227304131534,6.711103938525101,0.00222737903399935,0.04212299915754002,1.0
2023-12-23,107.59,43739.54,2309.05,9.785714285714286,30.904002920063277,46.44072410507691,6.803625407174905,0.0024597881001949267,0.046594919988739956,1.0
2023-12-24,112.49,43016.12,2265.69,4.554326610279769,19.861481086840715,58.43661971830984,5.576168152393551,0.002615066165893158,0.04964933419841196,1.0
2023-12-25,121.15,43613.14,2272.56,7.69846208551872,23.622448979591848,62.94552790854071,5.493174880714814,0.0027778325522996054,0.05330992361037773,-1.0
2023-12-26,112.68,42520.4,2231.47,-6.991333058192318,4.730922948229388,54.37731196054256,7.054769379051191,0.0026500221070356817,0.05049586147248227,-1.0
2023-12-27,107.02,43442.86,2378.74,-5.023074192403277,-4.862654458174054,30.21048789390437,7.676524452156965,0.002463465803126221,0.04499020489839159,-1.0
2023-12-28,102.1,42627.86,2347.57,-4.597271538030279,-15.724308708212964,8.790623335109228,6.791048827179263,0.00239514721123697,0.04349178086276447,1.0
2023-12-29,106.31,42099.4,2300.69,4.123408423114605,-5.653177138800148,8.479591836734702,6.769862936075914,0.0025252141360684473,0.04620787676740456,-1.0
2023-12-30,101.85,42156.9,2292.07,-4.195277960681032,-4.830872734068404,-5.335068314899161,5.874400149709916,0.0024159746091387173,0.04443581566008018,0.0
2023-12-31,101.51,42265.19,2281.47,-0.33382425135001226,-0.5778648383937157,-9.76086763267845,5.428620388280038,0.0024017400607923445,0.04449324339132227,1.0
2024-01-01,109.51,44167.33,2352.33,7.880996946113683,3.010064904524512,-9.607924061081308,5.479424511838334,0.002479434459814528,0.046553842360553155,-1.0
2024-01-02,106.61,44957.97,2355.84,-2.6481599853894644,4.673539518900349,-5.386936457224001,4.948421027034119,0.0023713259295292913,0.04525349769084488,-1.0
2024-01-03,98.59,42848.18,2210.76,-7.522746459056373,-2.8765638853314957,-7.87703233040552,5.3846351402197525,0.0023009145312589707,0.0445955237113029,1.0
2024-01-04,105.08,44179.92,2269.04,6.582817729992896,-4.045292667336319,2.9187071498530948,5.796604276304362,0.0023784560949861385,0.04631033388569615,-1.0
2024-01-05,99.98,44162.69,2268.65,-4.853444994290057,-6.218928805928147,-5.95428463926253,5.868207558668809,0.0022639019498132927,0.04407026205011791,-1.0
2024-01-06,93.86,43989.2,2241.62,-6.121224244848977,-4.797646820164325,-7.844869906725571,6.0985464895039,0.0021337055459067227,0.04187150364468554,-1.0
2024-01-07,89.28,43943.1,2222.87,-4.879607926699336,-15.036162923486863,-12.048074081371297,6.255516497002273,0.0020317182902435194,0.04016429210885027,1.0
2024-01-08,97.79,46970.5,2333.03,9.531810035842291,-2.190438087617519,-10.702218975436029,6.690764070198664,0.0020819450506168766,0.04191544900837109,0.0
2024-01-09,99.41,46139.73,2344.83,1.6566111054299837,5.91306200724484,-6.753587843541887,6.756128010528853,0.0021545423000958173,0.042395397534149594,1.0
2024-01-10,102.03,46627.78,2582.1,2.635549743486565,14.280913978494624,3.4891976873922204,6.133983166653223,0.0021881805224267595,0.03951434878587197,-1.0
