Date,Open,High,Low,Close,Adj Close,Volume
2025-07-15,119850.57,119893.48,115955.16,117727.52,117727.52,98256969728
2025-07-14,119115.79,123091.61,118959.2,119849.7,119849.7,181746419401
2025-07-13,117432.2,119449.57,117265.44,119116.12,119116.12,49021091807
2025-07-12,117530.71,118219.9,116977.02,117435.23,117435.23,45524560304
2025-07-11,115986.23,118856.48,115245.69,117516.99,117516.99,86928361085
2025-07-10,111329.2,116608.78,110660.75,115987.2,115987.2,95911605728
2025-07-09,108950.27,111925.38,108357.68,111326.55,111326.55,57927418065
2025-07-08,108298.23,109198.97,107499.55,108950.27,108950.27,44282204127
2025-07-07,109235.33,109710.25,107527.05,108299.85,108299.85,45415696597
2025-07-06,108231.19,109731.63,107847.02,109232.07,109232.07,36746020463
2025-07-05,108015.84,108381.34,107842.27,108231.18,108231.18,30615537520
2025-07-04,109635.66,109751.98,107296.38,108034.34,108034.34,42616442656
2025-07-03,108845.02,110541.46,108605.8,109647.98,109647.98,50494742270
2025-07-02,105703.1,109763.66,105157.4,108859.32,108859.32,56248657737
2025-07-01,107144.38,107550.68,105270.23,105698.28,105698.28,44110692247
2025-06-30,108383.44,108798.79,106759.65,107135.34,107135.34,42064804590
2025-06-29,107327.82,108526.3,107230.11,108385.57,108385.57,35534874438
2025-06-28,107090.55,107567.88,106883.98,107327.7,107327.7,30037708335
2025-06-27,106954.92,107772.47,106449.99,107088.43,107088.43,45353692675
2025-06-26,107375.07,108305.55,106666.35,106960.0,106960.0,43891990613
2025-06-25,106047.41,108168.4,105881.39,107361.26,107361.26,51624120283
2025-06-24,105571.52,106316.83,104740.24,106045.63,106045.63,48822986421
2025-06-23,100987.48,106116.86,99705.75,105577.77,105577.77,65237759656
2025-06-22,102212.03,103351.63,98286.2,100987.14,100987.14,65536997201
2025-06-21,103315.08,104015.78,100973.06,102257.41,102257.41,38360555118
2025-06-20,104681.03,106539.38,102372.21,103309.6,103309.6,50951862476
2025-06-19,104886.77,105250.89,103940.77,104684.29,104684.29,37333806920
2025-06-18,104602.07,105581.85,103602.27,104883.33,104883.33,47318089133
2025-06-17,106794.12,107750.2,103396.53,104601.12,104601.12,55964092176
2025-06-16,105555.59,108915.38,104997.63,106796.76,106796.76,50366626945
2025-06-15,105464.84,106157.1,104519.88,105552.02,105552.02,36744307742
2025-06-14,106108.09,106203.76,104379.37,105472.41,105472.41,38007870453
2025-06-13,105924.59,106182.55,102822.02,106090.97,106090.97,69550440846
2025-06-12,108685.91,108780.7,105785.69,105929.05,105929.05,54843867968
2025-06-11,110261.8,110384.22,108086.33,108686.63,108686.63,50842662052
2025-06-10,110295.69,110380.13,108367.71,110257.23,110257.23,54700101509
2025-06-09,105793.02,110561.42,105400.23,110294.1,110294.1,55903193732
2025-06-08,105617.51,106497.06,105075.33,105793.65,105793.65,36626232328
2025-06-07,104390.65,105972.76,103987.31,105615.63,105615.63,38365033776
2025-06-06,101574.37,105376.77,101169.57,104390.34,104390.34,48856653697
2025-06-05,104750.78,105936.69,100436.88,101575.95,101575.95,57479298400
2025-06-04,105434.37,105997.7,104232.7,104731.98,104731.98,44544857105
2025-06-03,105888.48,106813.58,104920.84,105432.47,105432.47,46196508367
2025-06-02,105649.81,105958.31,103727.55,105881.53,105881.53,45819706290
2025-06-01,104637.3,105884.55,103826.95,105652.1,105652.1,37397056873
